CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
2788,100171135202602788,202602788,2024-02-09,1135,13.354386,75.734845,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2789,100101091202602789,202602789,2025-02-14,1091,14.462968,75.945693,3,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹938776 as advance for a site. Later it was found the documents were forged.
2790,100051045202602790,202602790,2024-07-15,1045,15.779753,74.393773,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹305650 as advance for a site. Later it was found the documents were forged.
2791,100011007202602791,202602791,2024-05-08,1007,12.876476,77.540044,1,2,3,Narcotics,"During a raid, police apprehended a suspect carrying 399 grams of MDMA intended for distribution among college students."
2792,100171134202602792,202602792,2025-09-04,1134,13.262165,75.862567,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2793,100011004202602793,202602793,2024-10-07,1004,13.042717,77.503444,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹264688 and cash were stolen.
2794,100071067202602794,202602794,2024-05-12,1067,17.301366,76.916273,1,1,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹443384 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2795,100061053202602795,202602795,2024-12-02,1053,15.318585,75.163405,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹162417 and cash were stolen.
2796,100271198202602796,202602796,2025-08-16,1198,17.812624,77.595038,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹273867 as advance for a site. Later it was found the documents were forged.
2797,100011001202602797,202602797,2024-05-31,1001,12.987767,77.495169,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹404385 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2798,100011005202602798,202602798,2025-12-29,1005,12.936407,77.497431,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹200211 and cash were stolen.
2799,100011008202602799,202602799,2025-08-08,1008,13.000904,77.609756,1,1,2,Cybercrime,"Fraudster contacted the victim from +918962958940 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹5169 was debited from their SBI account."
2800,100281206202602800,202602800,2024-08-16,1206,16.794058,75.768037,1,2,3,Cybercrime,"Fraudster contacted the victim from +918222971316 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹38826 was debited from their SBI account."
2801,100011004202602801,202602801,2024-09-08,1004,13.05621,77.523822,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹127954 and cash were stolen.
2802,100051045202602802,202602802,2025-09-15,1045,15.772251,74.38794,1,1,3,Cybercrime,"Fraudster contacted the victim from +916988335251 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹20118 was debited from their SBI account."
2803,100011010202602803,202602803,2026-01-25,1010,13.025421,77.489352,1,1,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹340614 as advance for a site. Later it was found the documents were forged.
2804,100031024202602804,202602804,2024-07-10,1024,12.225496,76.589946,1,1,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2805,100011007202602805,202602805,2025-12-22,1007,12.863913,77.552797,3,1,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2806,100241182202602806,202602806,2024-08-03,1182,15.415777,75.586575,1,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2807,100041034202602807,202602807,2026-05-05,1034,12.854584,74.753474,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹577621 as advance for a site. Later it was found the documents were forged.
2808,100011013202602808,202602808,2025-07-25,1013,13.073283,77.575021,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2809,100011006202602809,202602809,2025-11-27,1006,12.914529,77.589194,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1835269 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2810,100091078202602810,202602810,2024-02-10,1078,16.278475,77.276552,3,2,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2811,100041037202602811,202602811,2024-05-14,1037,12.98408,74.836996,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2812,100261191202602812,202602812,2025-12-05,1191,16.244997,75.769817,1,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹459325 to clear their name.
2813,100011010202602813,202602813,2025-04-16,1010,13.041432,77.476093,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1958567 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2814,100011011202602814,202602814,2026-05-12,1011,13.021117,77.632157,1,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2815,100131110202602815,202602815,2025-12-11,1110,12.977859,76.025702,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2816,100061061202602816,202602816,2025-12-07,1061,15.430912,75.137438,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹344504 as advance for a site. Later it was found the documents were forged.
2817,100011010202602817,202602817,2025-10-14,1010,13.042388,77.493948,3,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2818,100011014202602818,202602818,2025-06-12,1014,12.891863,77.529819,3,2,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹168437 to clear their name.
2819,100301219202602819,202602819,2024-06-30,1219,15.437782,74.975457,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2820,100011010202602820,202602820,2026-06-25,1010,13.046191,77.504625,1,2,3,Narcotics,"During a raid, police apprehended a suspect carrying 284 grams of MDMA intended for distribution among college students."
2821,100011001202602821,202602821,2026-01-22,1001,13.00253,77.49529,3,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2822,100011006202602822,202602822,2025-12-17,1006,12.910824,77.598736,1,2,4,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹368139 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2823,100071065202602823,202602823,2026-06-19,1065,17.414299,76.765762,1,1,2,Cybercrime,"Fraudster contacted the victim from +918605301030 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹49910 was debited from their SBI account."
2824,100101090202602824,202602824,2024-10-09,1090,14.411093,75.861649,1,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 432 grams of MDMA intended for distribution among college students."
2825,100041034202602825,202602825,2025-11-18,1034,12.857471,74.757403,1,2,2,Narcotics,"During a raid, police apprehended a suspect carrying 333 grams of MDMA intended for distribution among college students."
2826,100231174202602826,202602826,2024-08-12,1174,16.81314,77.131876,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹180286 and cash were stolen.
2827,100061053202602827,202602827,2024-03-26,1053,15.328437,75.171726,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2828,100011013202602828,202602828,2024-02-20,1013,13.069169,77.548636,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹286193 and cash were stolen.
2829,100141114202602829,202602829,2024-08-10,1114,12.421814,76.842713,1,2,1,Cybercrime,"Fraudster contacted the victim from +918266341635 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹21530 was debited from their SBI account."
2830,100201156202602830,202602830,2026-05-29,1156,12.654141,77.301475,3,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2831,100011006202602831,202602831,2025-11-10,1006,12.911,77.606812,1,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2832,100011012202602832,202602832,2024-03-16,1012,12.929802,77.541127,1,1,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1856666 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
2833,100271197202602833,202602833,2024-06-14,1197,17.824262,77.494149,1,2,4,Cybercrime,"Fraudster contacted the victim from +916090341465 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹39097 was debited from their SBI account."
2834,100041034202602834,202602834,2025-05-18,1034,12.879644,74.781245,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹910245 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2835,100211162202602835,202602835,2026-05-05,1162,13.440106,77.661106,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
